"","SalePrice","YearBuilt","YrSold","MonthSold","Size.sqf.","Floor","HallwayType","HeatingType","AptManageType","N_Parkinglot.Ground.","N_Parkinglot.Basement.","TimeToBusStop","TimeToSubway","N_APT","N_manager","N_elevators","SubwayStation","N_FacilitiesNearBy.PublicOffice.","N_FacilitiesNearBy.Hospital.","N_FacilitiesNearBy.Dpartmentstore.","N_FacilitiesNearBy.Mall.","N_FacilitiesNearBy.ETC.","N_FacilitiesNearBy.Park.","N_SchoolNearBy.Elementary.","N_SchoolNearBy.Middle.","N_SchoolNearBy.High.","N_SchoolNearBy.University.","N_FacilitiesInApt","N_FacilitiesNearBy.Total.","N_SchoolNearBy.Total."
"3460",295575,2013,2014,8,910,18,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3461",300884,2013,2014,8,910,22,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3462",292035,2013,2014,8,910,12,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3463",296460,2007,2014,8,1273,20,"terraced","individual_heating","management_in_trust","7.0","605.0","0~5min","0-5min","2.0","5.0","5.0","Banwoldang","4.0",1,"2.0","1.0","0.0","1.0","2.0","1.0","1.0","1.0",5,"9.0","5.0"
"3464",314159,2007,2014,8,1483,15,"terraced","individual_heating","management_in_trust","7.0","605.0","0~5min","0-5min","2.0","5.0","5.0","Banwoldang","4.0",1,"2.0","1.0","0.0","1.0","2.0","1.0","1.0","1.0",5,"9.0","5.0"
"3465",302654,2007,2014,8,1483,12,"terraced","individual_heating","management_in_trust","7.0","605.0","0~5min","0-5min","2.0","5.0","5.0","Banwoldang","4.0",1,"2.0","1.0","0.0","1.0","2.0","1.0","1.0","1.0",5,"9.0","5.0"
"3466",305309,2007,2014,8,1394,5,"terraced","individual_heating","management_in_trust","554.0","524.0","0~5min","0-5min","3.0","5.0","10.0","Banwoldang","2.0",2,"2.0","2.0","0.0","1.0","2.0","2.0","2.0","2.0",4,"9.0","8.0"
"3467",299115,2007,2014,8,1394,21,"terraced","individual_heating","management_in_trust","554.0","524.0","0~5min","0-5min","3.0","5.0","10.0","Banwoldang","2.0",2,"2.0","2.0","0.0","1.0","2.0","2.0","2.0","2.0",4,"9.0","8.0"
"3468",274336,2008,2014,8,914,24,"terraced","individual_heating","management_in_trust","197.0","475.0","5min~10min","0-5min","6.0","6.0","14.0","Sin-nam","3.0",1,"1.0","1.0","0.0","1.0","2.0","3.0","2.0","2.0",8,"7.0","9.0"
"3469",309734,2007,2014,8,868,21,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3470",279646,2007,2014,8,868,8,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3471",274336,2007,2014,8,868,5,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3472",310309,2007,2014,8,1643,9,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3473",292035,2007,2014,8,868,13,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3474",290265,2007,2014,8,868,5,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3475",296460,2013,2014,9,907,3,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3476",287610,2013,2014,9,907,4,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3477",300884,2006,2014,9,1149,25,"terraced","individual_heating","management_in_trust","249.0","536.0","0~5min","0-5min","6.0","5.0","11.0","Sin-nam","1.0",1,"0.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0",5,"3.0","7.0"
"3478",281415,2007,2014,9,1103,22,"terraced","individual_heating","management_in_trust","554.0","524.0","0~5min","0-5min","3.0","5.0","10.0","Banwoldang","2.0",2,"2.0","2.0","0.0","1.0","2.0","2.0","2.0","2.0",4,"9.0","8.0"
"3479",283185,1993,2014,9,2337,14,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"3480",284955,1993,2014,9,2337,14,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"3481",309292,2007,2014,9,1394,25,"terraced","individual_heating","management_in_trust","554.0","524.0","0~5min","0-5min","3.0","5.0","10.0","Banwoldang","2.0",2,"2.0","2.0","0.0","1.0","2.0","2.0","2.0","2.0",4,"9.0","8.0"
"3482",278761,2007,2014,9,868,6,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3483",308849,2007,2014,9,868,19,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3484",290265,2007,2014,9,868,10,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3485",292035,2007,2014,9,868,25,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3486",303539,2007,2014,9,868,12,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3487",271681,2007,2014,9,868,11,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3488",273451,2007,2014,9,868,3,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3489",314159,2013,2014,10,907,20,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3490",287610,2013,2014,10,907,5,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3491",291150,2013,2014,10,910,4,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3492",315929,2007,2014,10,1483,12,"terraced","individual_heating","management_in_trust","7.0","605.0","0~5min","0-5min","2.0","5.0","5.0","Banwoldang","4.0",1,"2.0","1.0","0.0","1.0","2.0","1.0","1.0","1.0",5,"9.0","5.0"
"3493",308849,2006,2014,10,1149,20,"terraced","individual_heating","management_in_trust","249.0","536.0","0~5min","0-5min","6.0","5.0","11.0","Sin-nam","1.0",1,"0.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0",5,"3.0","7.0"
"3494",282300,1993,2014,10,2337,15,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"3495",282053,1993,2014,10,2337,6,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"3496",280973,1993,2014,10,2337,10,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"3497",290265,2007,2014,10,1394,4,"terraced","individual_heating","management_in_trust","554.0","524.0","0~5min","0-5min","3.0","5.0","10.0","Banwoldang","2.0",2,"2.0","2.0","0.0","1.0","2.0","2.0","2.0","2.0",4,"9.0","8.0"
"3498",291150,2007,2014,10,868,17,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3499",283185,2007,2014,10,868,10,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3500",309734,2007,2014,10,868,12,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3501",315044,2007,2014,10,868,22,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3502",274336,2007,2014,10,868,8,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3503",314690,2007,2014,10,1387,5,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3504",291150,2007,2014,10,868,4,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3505",271681,2009,2014,11,914,7,"terraced","individual_heating","management_in_trust","25.0","203.0","0~5min","no_bus_stop_nearby","1.0","2.0","5.0","no_subway_nearby","2.0",1,"0.0","0.0","2.0","1.0","2.0","1.0","1.0","1.0",5,"6.0","5.0"
"3506",314159,2013,2014,11,910,15,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3507",311504,2013,2014,11,910,8,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3508",307079,2013,2014,11,910,12,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3509",292035,1993,2014,11,2337,15,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"3510",309734,1993,2014,11,2337,15,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"3511",315929,2007,2014,11,1419,9,"terraced","individual_heating","management_in_trust","554.0","524.0","0~5min","0-5min","3.0","5.0","10.0","Banwoldang","2.0",2,"2.0","2.0","0.0","1.0","2.0","2.0","2.0","2.0",4,"9.0","8.0"
"3512",286725,2007,2014,11,1103,6,"terraced","individual_heating","management_in_trust","554.0","524.0","0~5min","0-5min","3.0","5.0","10.0","Banwoldang","2.0",2,"2.0","2.0","0.0","1.0","2.0","2.0","2.0","2.0",4,"9.0","8.0"
"3513",286725,2008,2014,11,1167,1,"terraced","individual_heating","management_in_trust","197.0","475.0","5min~10min","0-5min","6.0","6.0","14.0","Sin-nam","3.0",1,"1.0","1.0","0.0","1.0","2.0","3.0","2.0","2.0",8,"7.0","9.0"
"3514",310150,2007,2014,11,1387,2,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3515",296460,2007,2014,11,868,19,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3516",300442,2006,2014,11,1192,5,"terraced","individual_heating","management_in_trust","123.0","181.0","5min~10min","0-5min","3.0","3.0","11.0","Myung-duk","3.0",1,"1.0","1.0","2.0","0.0","4.0","3.0","3.0","1.0",4,"8.0","11.0"
"3517",274336,2009,2014,12,910,6,"terraced","individual_heating","management_in_trust","25.0","203.0","0~5min","no_bus_stop_nearby","1.0","2.0","5.0","no_subway_nearby","2.0",1,"0.0","0.0","2.0","1.0","2.0","1.0","1.0","1.0",5,"6.0","5.0"
"3518",305309,2013,2014,12,910,2,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3519",296460,2006,2014,12,1149,2,"terraced","individual_heating","management_in_trust","249.0","536.0","0~5min","0-5min","6.0","5.0","11.0","Sin-nam","1.0",1,"0.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0",5,"3.0","7.0"
"3520",280530,2005,2014,12,1184,21,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"3521",294690,2008,2014,12,1167,1,"terraced","individual_heating","management_in_trust","197.0","475.0","5min~10min","0-5min","6.0","6.0","14.0","Sin-nam","3.0",1,"1.0","1.0","0.0","1.0","2.0","3.0","2.0","2.0",8,"7.0","9.0"
"3522",291150,2008,2014,12,914,16,"terraced","individual_heating","management_in_trust","197.0","475.0","5min~10min","0-5min","6.0","6.0","14.0","Sin-nam","3.0",1,"1.0","1.0","0.0","1.0","2.0","3.0","2.0","2.0",8,"7.0","9.0"
"3523",290265,2007,2014,12,868,8,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3524",292035,2007,2014,12,868,14,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3525",285840,2009,2015,1,910,9,"terraced","individual_heating","management_in_trust","25.0","203.0","0~5min","no_bus_stop_nearby","1.0","2.0","5.0","no_subway_nearby","2.0",1,"0.0","0.0","2.0","1.0","2.0","1.0","1.0","1.0",5,"6.0","5.0"
"3526",309734,2013,2015,1,910,21,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3527",309734,2013,2015,1,910,1,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3528",276991,2006,2015,1,910,11,"terraced","individual_heating","management_in_trust","111.0","184.0","5min~10min","10min~15min","3.0","3.0","0.0","Kyungbuk_uni_hospital","2.0",1,"1.0","1.0","1.0","0.0","3.0","2.0","2.0","2.0",5,"6.0","9.0"
"3529",282300,2006,2015,1,914,4,"terraced","individual_heating","management_in_trust","249.0","536.0","0~5min","0-5min","6.0","5.0","11.0","Sin-nam","1.0",1,"0.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0",5,"3.0","7.0"
"3530",290707,2006,2015,1,914,6,"terraced","individual_heating","management_in_trust","249.0","536.0","0~5min","0-5min","6.0","5.0","11.0","Sin-nam","1.0",1,"0.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0",5,"3.0","7.0"
"3531",290265,2008,2015,1,914,21,"terraced","individual_heating","management_in_trust","197.0","475.0","5min~10min","0-5min","6.0","6.0","14.0","Sin-nam","3.0",1,"1.0","1.0","0.0","1.0","2.0","3.0","2.0","2.0",8,"7.0","9.0"
"3532",305309,1993,2015,1,1761,15,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"3533",287610,2007,2015,1,914,19,"terraced","individual_heating","management_in_trust","554.0","524.0","0~5min","0-5min","3.0","5.0","10.0","Banwoldang","2.0",2,"2.0","2.0","0.0","1.0","2.0","2.0","2.0","2.0",4,"9.0","8.0"
"3534",292035,2007,2015,1,1103,4,"terraced","individual_heating","management_in_trust","554.0","524.0","0~5min","0-5min","3.0","5.0","10.0","Banwoldang","2.0",2,"2.0","2.0","0.0","1.0","2.0","2.0","2.0","2.0",4,"9.0","8.0"
"3535",290265,2007,2015,1,868,11,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3536",300442,2007,2015,1,868,12,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3537",274336,1986,2015,1,1377,1,"terraced","central_heating","management_in_trust","713.0","0.0","0~5min","10min~15min","7.0","8.0","27.0","Kyungbuk_uni_hospital","5.0",1,"1.0","0.0","1.0","1.0","3.0","1.0","1.0","1.0",4,"9.0","6.0"
"3538",296460,2007,2015,1,868,5,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3539",307522,2007,2015,1,868,22,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3540",300884,2009,2015,2,910,9,"terraced","individual_heating","management_in_trust","25.0","203.0","0~5min","no_bus_stop_nearby","1.0","2.0","5.0","no_subway_nearby","2.0",1,"0.0","0.0","2.0","1.0","2.0","1.0","1.0","1.0",5,"6.0","5.0"
"3541",281415,2009,2015,2,910,20,"terraced","individual_heating","management_in_trust","25.0","203.0","0~5min","no_bus_stop_nearby","1.0","2.0","5.0","no_subway_nearby","2.0",1,"0.0","0.0","2.0","1.0","2.0","1.0","1.0","1.0",5,"6.0","5.0"
"3542",314159,2013,2015,2,907,8,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3543",287610,2006,2015,2,914,12,"terraced","individual_heating","management_in_trust","249.0","536.0","0~5min","0-5min","6.0","5.0","11.0","Sin-nam","1.0",1,"0.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0",5,"3.0","7.0"
"3544",296460,2007,2015,2,1103,29,"terraced","individual_heating","management_in_trust","554.0","524.0","0~5min","0-5min","3.0","5.0","10.0","Banwoldang","2.0",2,"2.0","2.0","0.0","1.0","2.0","2.0","2.0","2.0",4,"9.0","8.0"
"3545",299115,2007,2015,2,1103,6,"terraced","individual_heating","management_in_trust","554.0","524.0","0~5min","0-5min","3.0","5.0","10.0","Banwoldang","2.0",2,"2.0","2.0","0.0","1.0","2.0","2.0","2.0","2.0",4,"9.0","8.0"
"3546",308849,2007,2015,2,868,17,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3547",278761,1986,2015,2,1313,11,"terraced","central_heating","management_in_trust","713.0","0.0","0~5min","10min~15min","7.0","8.0","27.0","Kyungbuk_uni_hospital","5.0",1,"1.0","0.0","1.0","1.0","3.0","1.0","1.0","1.0",4,"9.0","6.0"
"3548",311504,2007,2015,2,868,18,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3549",315929,2007,2015,2,868,9,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
"3550",300000,2009,2015,3,914,6,"terraced","individual_heating","management_in_trust","25.0","203.0","0~5min","no_bus_stop_nearby","1.0","2.0","5.0","no_subway_nearby","2.0",1,"0.0","0.0","2.0","1.0","2.0","1.0","1.0","1.0",5,"6.0","5.0"
"3551",309734,2013,2015,3,907,1,"terraced","individual_heating","management_in_trust","8.0","930.0","0~5min","0-5min","7.0","6.0","14.0","Kyungbuk_uni_hospital","5.0",1,"1.0","1.0","0.0","1.0","4.0","2.0","2.0","3.0",7,"9.0","11.0"
"3552",287610,2006,2015,3,914,12,"terraced","individual_heating","management_in_trust","249.0","536.0","0~5min","0-5min","6.0","5.0","11.0","Sin-nam","1.0",1,"0.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0",5,"3.0","7.0"
"3553",283185,2006,2015,3,914,18,"terraced","individual_heating","management_in_trust","249.0","536.0","0~5min","0-5min","6.0","5.0","11.0","Sin-nam","1.0",1,"0.0","1.0","0.0","0.0","2.0","2.0","1.0","2.0",5,"3.0","7.0"
"3554",314159,1993,2015,3,2337,23,"mixed","individual_heating","management_in_trust","523.0","536.0","0~5min","15min~20min","8.0","8.0","20.0","Myung-duk","6.0",2,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",4,"14.0","17.0"
"3555",288495,2014,2015,3,910,2,"terraced","individual_heating","management_in_trust","90.0","1174.0","0~5min","0-5min","10.0","7.0","20.0","Myung-duk","7.0",1,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",9,"14.0","17.0"
"3556",296460,2014,2015,3,907,18,"terraced","individual_heating","management_in_trust","90.0","1174.0","0~5min","0-5min","10.0","7.0","20.0","Myung-duk","7.0",1,"0.0","1.0","5.0","0.0","4.0","3.0","5.0","5.0",9,"14.0","17.0"
"3557",295575,2008,2015,3,914,14,"terraced","individual_heating","management_in_trust","197.0","475.0","5min~10min","0-5min","6.0","6.0","14.0","Sin-nam","3.0",1,"1.0","1.0","0.0","1.0","2.0","3.0","2.0","2.0",8,"7.0","9.0"
"3558",316814,2005,2015,3,1184,18,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"3559",273451,1986,2015,3,1131,8,"terraced","central_heating","management_in_trust","713.0","0.0","0~5min","10min~15min","7.0","8.0","27.0","Kyungbuk_uni_hospital","5.0",1,"1.0","0.0","1.0","1.0","3.0","1.0","1.0","1.0",4,"9.0","6.0"
"3560",274336,2006,2015,3,903,14,"terraced","individual_heating","management_in_trust","123.0","181.0","5min~10min","0-5min","3.0","3.0","11.0","Myung-duk","3.0",1,"1.0","1.0","2.0","0.0","4.0","3.0","3.0","1.0",4,"8.0","11.0"
"3561",275221,2005,2015,4,914,18,"mixed","individual_heating","management_in_trust","67.0","798.0","0~5min","5min~10min","8.0","6.0","0.0","Bangoge","5.0",2,"0.0","1.0","5.0","0.0","3.0","4.0","4.0","4.0",7,"13.0","15.0"
"3562",279646,2006,2015,4,903,10,"terraced","individual_heating","management_in_trust","123.0","181.0","5min~10min","0-5min","3.0","3.0","11.0","Myung-duk","3.0",1,"1.0","1.0","2.0","0.0","4.0","3.0","3.0","1.0",4,"8.0","11.0"
"3563",314159,2007,2015,4,868,26,"terraced","individual_heating","management_in_trust","0.0","1270.0","0~5min","0-5min","7.0","14.0","16.0","Kyungbuk_uni_hospital","3.0",1,"2.0","1.0","0.0","2.0","3.0","3.0","2.0","2.0",10,"9.0","10.0"
