"","Prix_Vente","Année_Construction","Année_Vente","Mois_Vente","Surface","Niveau_Etage","TCouloir","TChauffage","TGestion","Nb_Parking_Surface","Nb_Parking_Sous_Sol","Temps_Bus","Nb_Appartment_Batiment","Nb_Gestionnaire","Nb_Ascenseurs","Station_Metro","Nb_Bureau_Publics","Nb_Hopitaux","Nb_Grands_Magasins","N_FacilitiesNearBy.Mall.","Nb_AUtres_Proximité","Nb_Parcs","Nb_Ecoles_Primaires","Nb_Ecoles_Colléges","Nb_Ecoles_Lycée","Nb_Ecoles_Universités","Nb_Installations","Nb_Total_Proximité","Nb_Total_Ecoles"
"3971",333628,2013,2015,2,910,5,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3972",331858,2013,2015,2,907,30,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3973",371681,2006,2015,2,1437,3,"terraced","individual_heating","management_in_trust",249,536,"0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"3974",343362,2008,2015,2,1167,11,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"3975",331858,2007,2015,2,868,22,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3976",345132,2013,2015,3,910,7,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3977",327433,2013,2015,3,910,17,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3978",336283,2013,2015,3,910,24,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3979",353716,2013,2015,3,907,32,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3980",345132,2013,2015,3,910,20,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3981",318584,2007,2015,3,868,11,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3982",327433,2007,2015,3,868,25,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3983",327433,2007,2015,3,868,11,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3984",362831,2013,2015,4,910,29,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3985",345132,2013,2015,4,910,8,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3986",330973,2013,2015,4,910,27,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3987",327433,2013,2015,4,910,6,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3988",349557,2013,2015,4,910,11,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3989",362831,2007,2015,4,1483,3,"terraced","individual_heating","management_in_trust",7,605,"0~5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"3990",334513,2007,2015,4,868,10,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"3991",318584,2013,2015,5,907,13,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3992",345132,2013,2015,5,910,11,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3993",361061,2013,2015,5,910,30,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3994",325663,2013,2015,5,910,29,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"3995",371681,2007,2015,5,1483,13,"terraced","individual_heating","management_in_trust",7,605,"0~5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"3996",356637,2006,2015,5,1149,24,"terraced","individual_heating","management_in_trust",249,536,"0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"3997",361061,2007,2015,5,1394,25,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"3998",330973,2005,2015,5,1184,17,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"3999",362831,2007,2015,5,1419,12,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"4000",343362,1986,2015,5,1377,4,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"4001",348672,2007,2015,5,868,17,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4002",367256,1986,2015,5,2092,5,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"4003",324778,1986,2015,5,1377,3,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"4004",355752,2009,2015,6,1160,19,"terraced","individual_heating","management_in_trust",25,203,"0~5min",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"4005",353982,2013,2015,6,910,10,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4006",353097,2013,2015,6,907,12,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4007",327433,2007,2015,6,1273,18,"terraced","individual_heating","management_in_trust",7,605,"0~5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"4008",326548,2014,2015,6,910,8,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4009",323008,2014,2015,6,907,9,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4010",351769,1993,2015,6,2337,17,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"4011",353982,2014,2015,6,914,15,"terraced","individual_heating","management_in_trust",467,203,"0~5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"4012",347787,2007,2015,6,868,26,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4013",345132,2007,2015,6,868,7,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4014",322123,2007,2015,6,868,26,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4015",344247,1986,2015,6,1377,4,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"4016",362831,2013,2015,7,910,16,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4017",336283,2007,2015,7,1273,7,"terraced","individual_heating","management_in_trust",7,605,"0~5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"4018",356637,2006,2015,7,1149,14,"terraced","individual_heating","management_in_trust",249,536,"0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"4019",349557,2006,2015,7,1149,18,"terraced","individual_heating","management_in_trust",249,536,"0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"4020",330088,2005,2015,7,1184,15,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"4021",330088,1993,2015,7,1451,24,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"4022",318584,1993,2015,8,1761,15,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"4023",333628,1993,2015,8,1451,4,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"4024",345132,2007,2015,8,868,21,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4025",335398,2007,2015,8,868,5,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4026",371681,2013,2015,9,910,31,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4027",358407,2006,2015,9,1149,10,"terraced","individual_heating","management_in_trust",249,536,"0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"4028",358407,2007,2015,9,868,18,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4029",371681,1986,2015,9,1796,5,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"4030",322123,2006,2015,10,914,22,"terraced","individual_heating","management_in_trust",249,536,"0~5min",6,5,11,"Sin-nam",1,1,0,1,0,0,2,2,1,2,5,3,7
"4031",367256,2007,2015,10,1394,13,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"4032",371681,1986,2015,10,1796,2,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"4033",339823,2007,2015,10,868,9,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4034",331858,2008,2015,11,914,9,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"4035",327433,2014,2015,11,910,7,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4036",347787,2007,2015,11,868,7,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4037",353982,2007,2015,11,868,15,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4038",358407,1993,2015,12,1761,5,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"4039",327433,2014,2016,1,907,5,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4040",336283,2005,2016,1,1184,7,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"4041",345132,1986,2016,1,1377,1,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"4042",353982,2013,2016,2,910,24,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4043",331858,2007,2016,2,1103,12,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"4044",327433,2014,2016,2,846,13,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4045",345132,2013,2016,3,907,31,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4046",367256,2013,2016,3,910,20,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4047",353982,2013,2016,3,907,28,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4048",364601,2013,2016,3,910,20,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4049",345132,1993,2016,3,1761,7,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"4050",361061,2007,2016,3,868,16,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4051",336283,1986,2016,3,1377,12,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"4052",338938,2007,2016,3,868,24,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4053",362831,2013,2016,4,910,33,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4054",350442,2013,2016,4,910,8,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4055",336283,2013,2016,4,907,11,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4056",330088,2007,2016,4,1103,20,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"4057",371681,2014,2016,4,1092,7,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4058",364601,2006,2016,4,1192,13,"terraced","individual_heating","management_in_trust",123,181,"5min~10min",3,3,11,"Myung-duk",3,1,1,1,2,0,4,3,3,1,4,8,11
"4059",330088,2007,2016,4,868,24,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4060",342477,2013,2016,5,907,14,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4061",336283,2015,2016,5,910,3,"terraced","individual_heating","management_in_trust",175,1321,"5min~10min",13,8,24,"no_subway_nearby",1,1,2,1,0,1,2,1,1,1,10,6,5
"4062",353982,2014,2016,5,914,5,"terraced","individual_heating","management_in_trust",467,203,"0~5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"4063",361946,2014,2016,5,914,16,"terraced","individual_heating","management_in_trust",467,203,"0~5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"4064",371681,2014,2016,5,914,24,"terraced","individual_heating","management_in_trust",467,203,"0~5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"4065",323008,2008,2016,5,914,14,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"4066",344247,2013,2016,6,910,10,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4067",358407,2013,2016,6,910,17,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4068",346902,2013,2016,6,910,12,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4069",362831,2007,2016,6,1273,10,"terraced","individual_heating","management_in_trust",7,605,"0~5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"4070",336283,1993,2016,6,1451,8,"mixed","individual_heating","management_in_trust",523,536,"0~5min",8,8,20,"Myung-duk",6,2,0,1,5,0,4,3,5,5,4,14,17
"4071",349557,2007,2016,6,868,20,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4072",336283,2015,2016,6,914,23,"terraced","individual_heating","management_in_trust",102,400,"0~5min",6,5,10,"Daegu",3,2,1,1,0,0,3,3,3,2,7,7,11
"4073",338938,2013,2016,7,907,8,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4074",325663,2014,2016,7,843,27,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4075",367256,2014,2016,7,914,26,"terraced","individual_heating","management_in_trust",467,203,"0~5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"4076",362831,2014,2016,7,914,4,"terraced","individual_heating","management_in_trust",467,203,"0~5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"4077",371681,2014,2016,7,914,27,"terraced","individual_heating","management_in_trust",467,203,"0~5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"4078",344247,2014,2016,7,914,20,"terraced","individual_heating","management_in_trust",467,203,"0~5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"4079",329203,2014,2016,7,914,9,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4080",330088,2014,2016,7,914,18,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4081",326548,2007,2016,7,868,12,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4082",331858,2007,2016,7,868,7,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4083",352212,2013,2016,8,907,15,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4084",323008,2005,2016,8,1184,13,"mixed","individual_heating","management_in_trust",67,798,"0~5min",8,6,0,"Bangoge",5,2,0,1,5,0,3,4,4,4,7,13,15
"4085",326548,2014,2016,8,914,6,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4086",332743,2014,2016,8,914,8,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4087",318584,2008,2016,8,914,11,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"4088",327433,2007,2016,8,1103,8,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"4089",346017,2014,2016,8,910,9,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4090",371681,2007,2016,8,1394,20,"terraced","individual_heating","management_in_trust",554,524,"0~5min",3,5,10,"Banwoldang",2,2,2,2,0,1,2,2,2,2,4,9,8
"4091",343362,2014,2016,8,914,13,"terraced","individual_heating","management_in_trust",467,203,"0~5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"4092",343362,2014,2016,8,910,23,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4093",330973,2007,2016,8,868,5,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4094",358407,2013,2016,9,907,28,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4095",358407,2013,2016,9,910,9,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4096",366371,2013,2016,9,910,7,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4097",371681,2007,2016,9,1273,7,"terraced","individual_heating","management_in_trust",7,605,"0~5min",2,5,5,"Banwoldang",4,1,2,1,0,1,2,1,1,1,5,9,5
"4098",338053,2014,2016,9,914,9,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4099",345132,2014,2016,9,914,21,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4100",342477,2014,2016,9,914,6,"terraced","individual_heating","management_in_trust",467,203,"0~5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"4101",340707,2014,2016,9,914,7,"terraced","individual_heating","management_in_trust",467,203,"0~5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"4102",361061,2014,2016,9,914,18,"terraced","individual_heating","management_in_trust",467,203,"0~5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"4103",336283,2014,2016,9,907,29,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4104",367256,2014,2016,9,914,4,"terraced","individual_heating","management_in_trust",467,203,"0~5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"4105",321238,2014,2016,9,846,29,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4106",340707,2007,2016,9,868,13,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4107",339823,2007,2016,9,868,12,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4108",353982,1986,2016,9,1377,10,"terraced","central_heating","management_in_trust",713,0,"0~5min",7,8,27,"Kyungbuk_uni_hospital",5,1,1,0,1,1,3,1,1,1,4,9,6
"4109",331858,2007,2016,9,868,5,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4110",331858,2007,2016,9,868,17,"terraced","individual_heating","management_in_trust",0,1270,"0~5min",7,14,16,"Kyungbuk_uni_hospital",3,1,2,1,0,2,3,3,2,2,10,9,10
"4111",361061,2009,2016,10,1160,13,"terraced","individual_heating","management_in_trust",25,203,"0~5min",1,2,5,"no_subway_nearby",2,1,0,0,2,1,2,1,1,1,5,6,5
"4112",353982,2013,2016,10,910,18,"terraced","individual_heating","management_in_trust",8,930,"0~5min",7,6,14,"Kyungbuk_uni_hospital",5,1,1,1,0,1,4,2,2,3,7,9,11
"4113",318584,2006,2016,10,910,15,"terraced","individual_heating","management_in_trust",111,184,"5min~10min",3,3,0,"Kyungbuk_uni_hospital",2,1,1,1,1,0,3,2,2,2,5,6,9
"4114",349557,2014,2016,10,914,5,"terraced","individual_heating","management_in_trust",467,203,"0~5min",5,5,12,"Banwoldang",0,0,0,0,0,0,0,0,0,0,10,0,0
"4115",334955,2014,2016,10,910,5,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4116",353982,2014,2016,10,910,15,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4117",345132,2014,2016,10,914,26,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
"4118",318584,2008,2016,10,914,19,"terraced","individual_heating","management_in_trust",197,475,"5min~10min",6,6,14,"Sin-nam",3,1,1,1,0,1,2,3,2,2,8,7,9
"4119",345132,2014,2016,10,914,15,"terraced","individual_heating","management_in_trust",90,1174,"0~5min",10,7,20,"Myung-duk",7,1,0,1,5,0,4,3,5,5,9,14,17
